Time, Facebook , Google , YouTube 
2022-03-10T14:30:00.000+07:00," 108,662,267,615.96 "," 15,473,739,797.84 "," 855,094,286,759.40 "
2022-03-10T14:45:00.000+07:00," 109,238,214,821.21 "," 16,299,573,705.74 "," 850,976,200,203.32 "
2022-03-10T15:00:00.000+07:00," 108,659,066,945.67 "," 16,209,794,046.67 "," 834,706,908,051.53 "
2022-03-10T15:15:00.000+07:00," 111,329,235,472.95 "," 15,896,542,102.23 "," 856,510,889,000.11 "
2022-03-10T15:30:00.000+07:00," 112,235,880,405.11 "," 15,983,255,177.90 "," 859,960,326,398.09 "
2022-03-10T15:45:00.000+07:00," 112,891,008,966.69 "," 15,927,370,894.16 "," 862,942,871,695.24 "
2022-03-10T16:00:00.000+07:00," 111,519,608,572.76 "," 15,638,961,319.95 "," 847,344,096,907.40 "
2022-03-10T16:15:00.000+07:00," 112,452,236,478.90 "," 16,260,480,953.92 "," 879,860,933,453.27 "
2022-03-10T16:30:00.000+07:00," 112,534,303,229.99 "," 16,644,721,435.46 "," 879,079,567,120.71 "
2022-03-10T16:45:00.000+07:00," 111,660,785,904.50 "," 16,125,277,073.96 "," 871,327,206,703.42 "
2022-03-10T17:00:00.000+07:00," 85,666,275,177.91 "," 13,290,025,068.20 "," 684,584,055,004.85 "
2022-03-10T17:15:00.000+07:00," 108,776,016,615.25 "," 15,668,636,141.72 "," 855,747,762,517.87 "
2022-03-10T17:30:00.000+07:00," 109,344,249,549.18 "," 14,853,485,857.65 "," 852,061,163,109.41 "
2022-03-10T17:45:00.000+07:00," 110,448,849,015.96 "," 16,273,418,138.12 "," 852,338,148,216.96 "
2022-03-10T18:00:00.000+07:00," 111,482,489,031.19 "," 15,803,055,654.85 "," 846,509,407,864.00 "
2022-03-10T18:15:00.000+07:00," 116,590,885,631.82 "," 15,932,872,326.33 "," 883,320,343,011.08 "
2022-03-10T18:30:00.000+07:00," 123,179,247,319.73 "," 15,941,471,058.60 "," 916,445,232,939.48 "
2022-03-10T18:45:00.000+07:00," 131,433,056,892.36 "," 16,154,380,002.77 "," 957,876,752,242.80 "
2022-03-10T19:00:00.000+07:00," 139,011,562,758.79 "," 16,697,265,513.02 "," 991,075,975,238.54 "
2022-03-10T19:15:00.000+07:00," 150,461,807,586.14 "," 17,907,190,199.01 "," 1,029,227,663,667.39 "
2022-03-10T19:30:00.000+07:00," 159,679,016,229.03 "," 17,537,859,601.89 "," 1,064,246,024,324.96 "
2022-03-10T19:45:00.000+07:00," 169,505,425,103.52 "," 18,963,839,936.75 "," 1,082,613,672,956.47 "
2022-03-10T20:00:00.000+07:00," 172,032,283,122.48 "," 19,083,014,437.60 "," 1,093,386,348,684.23 "
2022-03-10T20:15:00.000+07:00," 184,876,918,733.60 "," 18,888,685,530.21 "," 1,127,960,538,232.72 "
2022-03-10T20:30:00.000+07:00," 184,401,927,557.42 "," 19,367,536,525.58 "," 1,097,415,377,261.16 "
2022-03-10T20:45:00.000+07:00," 185,164,101,283.98 "," 20,118,298,728.76 "," 1,073,213,326,184.85 "
2022-03-10T21:00:00.000+07:00," 166,823,610,009.04 "," 17,942,802,302.65 "," 958,014,561,846.37 "
2022-03-10T21:15:00.000+07:00," 184,300,973,637.91 "," 18,539,079,429.00 "," 1,028,063,002,227.44 "
2022-03-10T21:30:00.000+07:00," 182,140,847,417.63 "," 19,285,668,429.75 "," 1,005,137,398,125.61 "
2022-03-10T21:45:00.000+07:00," 180,546,291,314.70 "," 17,823,215,250.84 "," 975,165,301,683.43 "
2022-03-10T22:00:00.000+07:00," 150,528,618,898.13 "," 16,980,874,150.10 "," 848,161,400,341.50 "
2022-03-10T22:15:00.000+07:00," 160,389,411,815.00 "," 18,541,945,908.50 "," 909,683,528,025.10 "
2022-03-10T22:30:00.000+07:00," 149,665,356,175.63 "," 17,343,021,773.98 "," 876,758,198,951.04 "
2022-03-10T22:45:00.000+07:00," 140,581,524,740.75 "," 17,393,015,637.04 "," 841,462,886,312.81 "
2022-03-10T23:00:00.000+07:00," 122,010,080,561.00 "," 15,895,035,140.67 "," 744,043,739,415.13 "
2022-03-10T23:15:00.000+07:00," 115,693,925,191.19 "," 15,555,954,963.79 "," 767,794,822,048.20 "
2022-03-10T23:30:00.000+07:00," 104,711,216,094.03 "," 15,364,623,476.54 "," 726,926,439,173.59 "
2022-03-10T23:45:00.000+07:00," 93,974,133,405.41 "," 14,157,567,981.48 "," 682,946,026,841.94 "
2022-03-11T00:00:00.000+07:00," 83,125,697,541.89 "," 13,267,038,606.30 "," 613,430,361,613.24 "
2022-03-11T00:15:00.000+07:00," 72,135,989,499.85 "," 13,119,467,053.48 "," 572,006,482,104.55 "
2022-03-11T00:30:00.000+07:00," 62,357,986,721.64 "," 12,936,641,519.15 "," 549,082,842,419.85 "
2022-03-11T00:45:00.000+07:00," 54,032,913,914.63 "," 12,698,489,693.56 "," 522,262,415,269.50 "
2022-03-11T01:00:00.000+07:00," 45,930,037,446.17 "," 11,619,403,490.52 "," 489,861,078,244.76 "
2022-03-11T01:15:00.000+07:00," 39,184,956,138.20 "," 11,672,589,382.55 "," 454,978,758,144.73 "
2022-03-11T01:30:00.000+07:00," 35,471,923,862.49 "," 10,928,657,735.96 "," 419,879,880,834.04 "
2022-03-11T01:45:00.000+07:00," 31,950,029,574.91 "," 10,690,088,432.31 "," 383,649,087,911.91 "
2022-03-11T02:00:00.000+07:00," 30,162,345,653.27 "," 12,001,095,139.11 "," 354,309,863,098.76 "
2022-03-11T02:15:00.000+07:00," 28,659,758,206.39 "," 11,321,154,140.59 "," 328,188,493,063.35 "
2022-03-11T02:30:00.000+07:00," 26,891,606,009.62 "," 10,894,564,048.54 "," 304,429,910,358.62 "
2022-03-11T02:45:00.000+07:00," 24,774,401,056.38 "," 10,460,833,612.03 "," 280,328,126,110.97 "
2022-03-11T03:00:00.000+07:00," 23,324,010,260.81 "," 10,815,183,955.63 "," 258,942,958,681.21 "
2022-03-11T03:15:00.000+07:00," 22,478,418,147.05 "," 10,146,646,036.98 "," 243,724,826,994.75 "
2022-03-11T03:30:00.000+07:00," 21,515,747,735.02 "," 9,814,700,081.07 "," 228,916,069,705.54 "
2022-03-11T03:45:00.000+07:00," 20,852,631,194.77 "," 9,536,777,123.63 "," 216,522,569,050.15 "
2022-03-11T04:00:00.000+07:00," 20,522,653,466.44 "," 9,269,587,836.02 "," 205,742,217,525.47 "
2022-03-11T04:15:00.000+07:00," 20,751,368,810.64 "," 9,552,917,523.24 "," 198,663,636,803.91 "
2022-03-11T04:30:00.000+07:00," 21,928,581,758.28 "," 10,288,311,819.91 "," 194,382,332,282.66 "
2022-03-11T04:45:00.000+07:00," 23,469,166,710.32 "," 10,257,322,872.15 "," 191,084,677,353.58 "
2022-03-11T05:00:00.000+07:00," 26,742,991,652.64 "," 9,722,382,195.45 "," 192,635,752,427.70 "
2022-03-11T05:15:00.000+07:00," 29,687,550,663.37 "," 9,132,452,718.08 "," 197,988,723,847.36 "
2022-03-11T05:30:00.000+07:00," 33,925,694,179.88 "," 9,116,091,150.30 "," 207,909,853,368.89 "
2022-03-11T05:45:00.000+07:00," 38,415,695,092.44 "," 9,070,087,663.77 "," 221,854,093,642.40 "
2022-03-11T06:00:00.000+07:00," 45,898,740,361.16 "," 9,934,864,952.60 "," 240,864,471,176.92 "
2022-03-11T06:15:00.000+07:00," 51,518,191,096.17 "," 10,252,019,516.09 "," 271,225,925,700.12 "
2022-03-11T06:30:00.000+07:00," 58,831,068,625.40 "," 10,618,711,440.92 "," 312,920,751,253.42 "
2022-03-11T06:45:00.000+07:00," 63,692,190,863.72 "," 10,980,317,927.64 "," 362,026,658,897.76 "
2022-03-11T07:00:00.000+07:00," 68,830,787,317.62 "," 11,758,203,289.24 "," 411,774,516,137.03 "
2022-03-11T07:15:00.000+07:00," 70,564,888,349.29 "," 12,527,002,572.10 "," 458,220,641,482.06 "
2022-03-11T07:30:00.000+07:00," 72,145,311,366.45 "," 12,434,368,146.44 "," 497,658,397,462.15 "
2022-03-11T07:45:00.000+07:00," 73,355,035,621.81 "," 13,389,709,751.78 "," 535,401,283,706.02 "
2022-03-11T08:00:00.000+07:00," 76,343,579,093.44 "," 14,119,864,323.96 "," 575,125,598,694.28 "
2022-03-11T08:15:00.000+07:00," 78,047,733,425.64 "," 14,023,151,997.62 "," 614,767,182,844.12 "
2022-03-11T08:30:00.000+07:00," 80,356,944,538.12 "," 15,436,034,562.20 "," 657,280,616,820.33 "
2022-03-11T08:45:00.000+07:00," 82,231,268,376.13 "," 14,809,848,911.26 "," 699,850,384,084.29 "
2022-03-11T09:00:00.000+07:00," 84,383,220,037.45 "," 16,335,070,057.96 "," 734,984,671,161.69 "
2022-03-11T09:15:00.000+07:00," 85,428,916,724.98 "," 16,660,919,596.13 "," 772,621,645,276.66 "
2022-03-11T09:30:00.000+07:00," 86,600,567,924.44 "," 16,593,260,462.74 "," 796,051,316,376.37 "
2022-03-11T09:45:00.000+07:00," 87,927,700,067.72 "," 16,805,207,224.84 "," 818,573,843,729.14 "
2022-03-11T10:00:00.000+07:00," 103,402,834,532.10 "," 17,191,972,950.01 "," 835,726,759,579.72 "
2022-03-11T10:15:00.000+07:00," 111,217,680,702.87 "," 17,417,199,873.62 "," 852,589,633,816.40 "
2022-03-11T10:30:00.000+07:00," 112,435,813,181.28 "," 16,599,376,114.58 "," 869,436,704,741.19 "
2022-03-11T10:45:00.000+07:00," 112,670,357,181.40 "," 17,593,179,416.53 "," 885,681,160,607.60 "
2022-03-11T11:00:00.000+07:00," 112,821,539,289.56 "," 18,201,313,275.54 "," 891,222,150,251.35 "
2022-03-11T11:15:00.000+07:00," 112,350,083,723.48 "," 17,503,558,560.24 "," 892,766,295,320.47 "
2022-03-11T11:30:00.000+07:00," 113,663,314,765.24 "," 17,605,920,508.50 "," 899,368,749,863.92 "
2022-03-11T11:45:00.000+07:00," 114,675,087,165.32 "," 17,600,384,202.90 "," 905,275,855,283.25 "
2022-03-11T12:00:00.000+07:00," 116,431,946,220.20 "," 17,772,538,451.92 "," 908,670,011,115.93 "
2022-03-11T12:15:00.000+07:00," 117,316,717,415.18 "," 17,543,228,278.01 "," 917,956,412,229.80 "
2022-03-11T12:30:00.000+07:00," 119,185,679,932.46 "," 16,586,740,985.47 "," 918,458,745,712.34 "
2022-03-11T12:45:00.000+07:00," 118,864,693,172.61 "," 16,549,783,886.28 "," 916,097,861,937.23 "
2022-03-11T13:00:00.000+07:00," 117,100,970,831.86 "," 18,544,276,241.00 "," 913,441,573,695.88 "
2022-03-11T13:15:00.000+07:00," 115,387,545,193.47 "," 18,141,990,150.76 "," 914,323,710,192.24 "
2022-03-11T13:30:00.000+07:00," 114,918,887,362.69 "," 18,191,629,037.79 "," 921,954,905,425.96 "
2022-03-11T13:45:00.000+07:00," 116,097,151,362.90 "," 18,052,400,785.67 "," 920,629,872,536.39 "
2022-03-11T14:00:00.000+07:00," 117,078,791,197.08 "," 17,771,397,348.02 "," 911,633,618,401.50 "
2022-03-11T14:15:00.000+07:00," 117,509,180,976.87 "," 17,660,508,519.80 "," 921,346,507,936.48 "
2022-03-11T14:30:00.000+07:00," 118,647,610,641.58 "," 18,748,573,260.43 "," 918,987,814,159.78 "
2022-03-11T14:45:00.000+07:00," 119,454,267,040.46 "," 19,292,845,140.52 "," 920,184,502,353.00 "
2022-03-11T15:00:00.000+07:00," 119,838,762,043.38 "," 18,571,416,511.27 "," 911,411,444,039.64 "
2022-03-11T15:15:00.000+07:00," 121,395,472,060.70 "," 18,998,600,650.56 "," 930,141,660,090.76 "
2022-03-11T15:30:00.000+07:00," 122,214,617,371.77 "," 18,743,063,515.41 "," 927,496,107,789.42 "
2022-03-11T15:45:00.000+07:00," 123,973,660,864.24 "," 18,468,524,743.13 "," 933,547,623,984.68 "
2022-03-11T16:00:00.000+07:00," 123,249,952,373.24 "," 18,739,405,090.56 "," 925,872,933,749.96 "
2022-03-11T16:15:00.000+07:00," 123,107,803,063.24 "," 17,820,434,951.42 "," 936,992,451,060.74 "
2022-03-11T16:30:00.000+07:00," 123,204,257,181.08 "," 18,285,772,834.30 "," 933,922,827,846.12 "
2022-03-11T16:45:00.000+07:00," 123,686,713,035.38 "," 17,586,972,211.87 "," 922,969,530,525.28 "
2022-03-11T17:00:00.000+07:00," 120,474,146,088.18 "," 18,440,773,565.19 "," 902,994,972,634.84 "
2022-03-11T17:15:00.000+07:00," 123,354,445,249.83 "," 17,799,666,292.03 "," 906,189,670,898.68 "
2022-03-11T17:30:00.000+07:00," 123,251,098,786.85 "," 17,491,586,817.84 "," 906,331,785,969.89 "
2022-03-11T17:45:00.000+07:00," 124,659,913,308.83 "," 17,736,302,244.99 "," 905,267,510,719.30 "
2022-03-11T18:00:00.000+07:00," 128,635,002,249.03 "," 17,543,356,022.53 "," 915,462,951,287.52 "
2022-03-11T18:15:00.000+07:00," 132,879,378,936.30 "," 16,753,515,641.76 "," 941,406,162,451.83 "
2022-03-11T18:30:00.000+07:00," 139,374,806,660.96 "," 17,109,240,669.90 "," 982,883,303,925.08 "
