Row Labels	Facebook	Google	YouTube
2022-02-27 08:15:00	85153878505.00	10826381395.35	564158919751.16
2022-02-27 08:30:00	88474237856.29	11793926601.40	614151240299.40
2022-02-27 08:45:00	91298655846.98	12127852246.40	662621110723.94
2022-02-27 09:00:00	96350077466.98	14136812722.69	714718229319.83
2022-02-27 09:15:00	98201281495.35	14249733630.16	748576910878.08
2022-02-27 09:30:00	100511522696.50	14891869843.68	787246360499.04
2022-02-27 09:45:00	102389058005.50	14837231058.65	810276050248.91
2022-02-27 10:00:00	105254861233.30	14537327829.64	830563903064.72
2022-02-27 10:15:00	105814163578.35	14396988493.46	843216818688.06
2022-02-27 10:30:00	107174133274.90	14357290469.14	854067789241.66
2022-02-27 10:45:00	107270475822.76	14964766628.16	862391200009.74
2022-02-27 11:00:00	108113371874.86	15188866980.44	862377499955.72
2022-02-27 11:15:00	109265366681.94	15400231356.08	860286021838.65
2022-02-27 11:30:00	109121574778.86	16189976890.89	865514597395.16
2022-02-27 11:45:00	110291012239.86	16640739349.70	874783681418.37
2022-02-27 12:00:00	111046324457.14	16854717594.19	882431730456.73
2022-02-27 12:15:00	110625012486.12	16197288238.34	887989412517.50
2022-02-27 12:30:00	111441429088.62	17245947690.58	899632143828.29
2022-02-27 12:45:00	112071192240.80	16272331816.25	906518985963.66
2022-02-27 13:00:00	112508517285.55	16215129003.00	909836640317.78
2022-02-27 13:15:00	114151171292.99	16195653968.08	910069476318.92
2022-02-27 13:30:00	115642570381.40	16630504448.90	908872629769.09
2022-02-27 13:45:00	115728902936.50	17206339939.80	908879872623.90
2022-02-27 14:00:00	113966126187.52	16524913087.34	908076919000.43
2022-02-27 14:15:00	113157654371.23	16858118769.28	909708945080.56
2022-02-27 14:30:00	128990745516.58	17558091759.01	899839575477.72
2022-02-27 14:45:00	128935610838.43	15927366973.25	893584713202.10
2022-02-27 15:00:00	131147666701.74	18111658828.63	888888628037.70
2022-02-27 15:15:00	130656200385.51	17493470634.04	894702161825.04
2022-02-27 15:30:00	131214382276.14	17546400079.80	890840330622.96
2022-02-27 15:45:00	130834003892.20	17325805761.75	886953080812.01
2022-02-27 16:00:00	130917130470.21	17627488122.04	881791904478.84
2022-02-27 16:15:00	130535835001.46	17419163827.54	876203494392.99
2022-02-27 16:30:00	129336324738.29	17537201129.79	872433325523.88
2022-02-27 16:45:00	127887186100.80	16805081797.20	860103668837.87
2022-02-27 17:00:00	126607001072.04	16905574572.99	848393224564.04
2022-02-27 17:15:00	124898172450.40	17194378199.10	843343373875.73
2022-02-27 17:30:00	125567666863.00	17411317235.96	842799934654.27
2022-02-27 17:45:00	125790226541.31	16894064352.73	848418655873.16
2022-02-27 18:00:00	129012478360.12	16440068325.95	859748279489.66
2022-02-27 18:15:00	134633412130.87	16850957598.93	874821657655.85
2022-02-27 18:30:00	139741036444.11	17775886091.43	911712020996.14
2022-02-27 18:45:00	147957098246.86	19542018106.20	938619088430.86
2022-02-27 19:00:00	155622339086.03	19292928853.79	979279808959.63
2022-02-27 19:15:00	161551948338.37	18802390272.34	1008907779169.52
2022-02-27 19:30:00	168205784863.09	18188742808.92	1030059136717.47
2022-02-27 19:45:00	174685636516.75	19416230366.09	1041622051803.28
2022-02-27 20:00:00	181559860552.73	19099489902.12	1059410165789.86
2022-02-27 20:15:00	185236952495.18	19430074103.15	1078193652126.86
2022-02-27 20:30:00	184558522298.73	18561103263.40	1057437126694.03
2022-02-27 20:45:00	184898683260.79	19267542865.16	1043541374056.22
2022-02-27 21:00:00	168466079372.86	17790826549.94	939936365407.00
2022-02-27 21:15:00	184917321108.04	18655549363.52	982855807280.52
2022-02-27 21:30:00	182636424821.17	18893625223.97	973307686534.28
2022-02-27 21:45:00	175187684974.50	19881815656.56	940943703976.64
2022-02-27 22:00:00	141236829316.27	16672229276.37	801799021087.54
2022-02-27 22:15:00	157051694880.01	17891991435.38	874440957370.96
2022-02-27 22:30:00	146650623029.98	18157046659.24	847054410647.88
2022-02-27 22:45:00	136924459003.57	18077167548.96	814518234170.74
2022-02-27 23:00:00	126768859810.57	16740979422.56	761135299313.91
2022-02-27 23:15:00	117074267420.27	16432621800.36	735754224608.30
2022-02-27 23:30:00	104896238248.60	15687300288.21	666918954414.99
2022-02-27 23:45:00	95099176609.26	14748600910.95	615686541886.15
2022-02-28 00:00:00	88799630049.64	14132967349.38	560351759878.36
2022-02-28 00:15:00	86215089321.48	13899624924.73	533982787165.26
2022-02-28 00:30:00	72817771643.32	12357568260.02	484419617836.60
2022-02-28 00:45:00	63421552428.84	11579562693.78	436504190646.51
2022-02-28 01:00:00	57700526209.85	10954982739.01	399982084892.62
2022-02-28 01:15:00	55327686132.25	10362834253.97	371688412594.01
2022-02-28 01:30:00	49459208085.64	10363291457.24	344775061836.20
2022-02-28 01:45:00	46463835357.10	8686607588.61	318031657640.70
2022-02-28 02:00:00	43484093615.20	10344974607.68	293145420838.09
2022-02-28 02:15:00	40808174772.58	10520984877.84	270886411654.62
2022-02-28 02:30:00	41862346935.27	11037362336.30	265633818385.80
2022-02-28 02:45:00	38554875187.63	11475778012.68	262181625072.44
2022-02-28 03:00:00	34903569918.37	11555853300.13	249264094441.04
2022-02-28 03:15:00	32103033545.97	10775256147.21	234617826042.57
2022-02-28 03:30:00	30614391312.60	10323524456.94	220009300451.54
2022-02-28 03:45:00	29304065574.12	9037355257.72	207293715044.34
2022-02-28 04:00:00	29027157295.89	8575489525.63	192023923476.81
2022-02-28 04:15:00	29127019372.46	8515740789.56	180223103053.85
2022-02-28 04:30:00	30426045921.35	8819854099.79	173384987437.95
2022-02-28 04:45:00	32517940055.64	9192858413.97	169935855389.05
2022-02-28 05:00:00	36488675914.64	8165822219.59	170237360921.49
2022-02-28 05:15:00	39236006946.50	7118198880.47	173601794179.75
2022-02-28 05:30:00	44445257321.62	6786708735.43	181276327254.34
2022-02-28 05:45:00	50422736250.48	6973979906.01	193274606163.13
2022-02-28 06:00:00	58948031633.83	7189992378.94	210527367681.85
2022-02-28 06:15:00	66183425778.09	7450521771.48	236176877894.04
2022-02-28 06:30:00	74699227069.97	7439803303.56	267688920405.51
2022-02-28 06:45:00	80696638953.39	7578493413.55	311052016359.56
2022-02-28 07:00:00	85765814505.06	7970590706.15	351950897894.79
2022-02-28 07:15:00	86954942296.68	8507182623.07	390588898360.53
2022-02-28 07:30:00	88781199751.47	9245394045.34	418567377025.11
2022-02-28 07:45:00	90005445780.08	10272291345.00	453001042988.36
2022-02-28 08:00:00	92952112411.57	11097408136.58	483579665709.69
2022-02-28 08:15:00	93508359547.18	11592082779.31	511729328178.44
2022-02-28 08:30:00	94299728106.67	12947333585.38	534607870456.96
2022-02-28 08:45:00	94121443607.97	13152192982.80	567756127212.00
2022-02-28 09:00:00	95635793025.94	14064318877.26	598225473062.12
2022-02-28 09:15:00	95015673211.40	14385845596.59	629724495635.36
2022-02-28 09:30:00	95226150848.83	13596110151.82	653720095068.54
2022-02-28 09:45:00	95253467112.36	14070838857.34	679122355650.31
2022-02-28 10:00:00	97262814709.70	14761449904.76	695226670165.24
2022-02-28 10:15:00	96144974885.81	14205462592.53	710777967808.52
2022-02-28 10:30:00	96734289137.58	14536342038.98	725357030002.25
2022-02-28 10:45:00	97432066838.68	14524056341.22	738930969133.73
2022-02-28 11:00:00	98072879166.73	15004989759.46	744651289606.27
2022-02-28 11:15:00	97534161793.10	15075069054.45	757669931689.19
2022-02-28 11:30:00	98309579934.53	14241474238.84	770941378435.00
2022-02-28 11:45:00	99787734613.86	14560246114.02	775213381170.62
2022-02-28 12:00:00	101463702872.75	14060640440.88	778536064570.53
2022-02-28 12:15:00	102693111604.30	14065164839.34	784841218110.83
2022-02-28 12:30:00	109947589561.80	14506402805.19	779792369761.98
2022-02-28 12:45:00	105793940816.49	14944209961.73	762776711055.61
2022-02-28 13:00:00	110152599106.76	15176192157.40	745272004101.11
2022-02-28 13:15:00	114966049936.32	15001805575.01	748814549224.48
2022-02-28 13:30:00	115446026358.69	15167994841.58	756719261176.83
2022-02-28 13:45:00	114485406839.46	15512870371.48	758559603247.72
2022-02-28 14:00:00	113612756502.56	15276584309.03	755752680193.56
2022-02-28 14:15:00	113473882909.18	14908119663.40	765650388834.74
2022-02-28 14:30:00	103456910839.80	15917809997.15	779865037609.99
2022-02-28 14:45:00	102691851881.24	15930701989.75	779199380950.76
2022-02-28 15:00:00	103897084997.32	15471316495.65	781193597609.00
2022-02-28 15:15:00	103951709449.65	16172681313.34	787458591225.98
2022-02-28 15:30:00	105005549682.11	16562052269.58	790914704383.58
2022-02-28 15:45:00	106992069183.74	15281104609.97	802824367478.70
2022-02-28 16:00:00	108249076300.14	15892389414.04	810074317950.06
2022-02-28 16:15:00	107194915663.89	15493642202.20	819309672758.75
2022-02-28 16:30:00	107413146676.40	16264795307.72	825146099707.05
2022-02-28 16:45:00	107914648976.24	16346692761.67	828178085632.51
2022-02-28 17:00:00	107333745091.12	16477382992.04	816991512336.09
2022-02-28 17:15:00	106457342945.88	16661727018.42	811399800299.46
2022-02-28 17:30:00	107406273297.92	16803929321.76	814189703392.01
2022-02-28 17:45:00	108554753496.13	16453817606.51	818705703058.65
2022-02-28 18:00:00	111615203742.37	17595211018.92	840061999416.77
2022-02-28 18:15:00	114417257031.18	17935150631.93	866789036087.54
2022-02-28 18:30:00	119145233670.52	18134554997.33	902485122474.28
2022-02-28 18:45:00	126071768546.18	17668978787.96	934890576278.54
2022-02-28 19:00:00	133677542893.07	18735844382.53	972513277370.12
2022-02-28 19:15:00	140379513355.64	20850570548.82	1012362596349.42
2022-02-28 19:30:00	146340699262.68	21824767825.30	1039250110790.56
2022-02-28 19:45:00	153343376699.80	21281137311.31	1060083171742.16
2022-02-28 20:00:00	160773658297.76	21017163096.60	1076385855494.32
2022-02-28 20:15:00	166526566357.71	20034737492.01	1116686821372.07
2022-02-28 20:30:00	166427041390.78	20447655808.48	1085032384194.40
2022-02-28 20:45:00	166669511891.41	20699643779.36	1071262298153.52
2022-02-28 21:00:00	144838235890.12	19032522607.63	939828712595.65
2022-02-28 21:15:00	168088489549.07	20252560005.27	1024620463324.72
2022-02-28 21:30:00	164074565465.80	19739265724.43	1002388807201.42
2022-02-28 21:45:00	160312878456.90	20097606869.72	959187943158.68
2022-02-28 22:00:00	140388693865.06	19318521037.63	869593240253.21
2022-02-28 22:15:00	146189995632.60	19506928113.32	893325249629.13
2022-02-28 22:30:00	136424881657.74	18056937782.45	854882983605.35
2022-02-28 22:45:00	126473964749.10	17952282881.67	829771765738.13
2022-02-28 23:00:00	115170990141.64	17701069371.08	778895350943.63
2022-02-28 23:15:00	107951717155.77	16018576132.40	758891192087.86
2022-02-28 23:30:00	98590554076.41	16049698294.07	711963791328.31
2022-02-28 23:45:00	89729795155.47	16353648902.69	661790287339.47
2022-03-01 00:00:00	83846988784.95	15437036130.99	615026688342.66
2022-03-01 00:15:00	73185896858.12	14045599085.22	562296278507.97
2022-03-01 00:30:00	65436114357.00	12286698762.12	511581116685.63
2022-03-01 00:45:00	58299647519.73	11272575350.15	470716319666.12
2022-03-01 01:00:00	52297282889.05	10932028159.71	433934771125.50
2022-03-01 01:15:00	47280260096.83	11270769691.14	401549336523.52
2022-03-01 01:30:00	42940722518.27	12029537676.15	370030805595.54
2022-03-01 01:45:00	39577950762.58	10570101391.56	342161675455.48
2022-03-01 02:00:00	36969167415.27	11835628748.40	316861485719.77
2022-03-01 02:15:00	33799831649.26	11433097753.27	293741187910.55
2022-03-01 02:30:00	31271686680.78	11046999442.15	273609580687.32
2022-03-01 02:45:00	29077218986.22	11069387375.95	254381066539.88
2022-03-01 03:00:00	28144282573.21	9920066824.38	237038706295.45
2022-03-01 03:15:00	26620983307.65	9603400678.19	223075329307.16
2022-03-01 03:30:00	25541913251.24	8907412144.04	209018390666.64
2022-03-01 03:45:00	25031670865.67	9008067162.22	197378343250.80
2022-03-01 04:00:00	25092462703.67	9593901074.38	186690708716.27
2022-03-01 04:15:00	25215485501.96	8920945595.17	177764802969.19
2022-03-01 04:30:00	26674633366.95	9098852125.20	172380404706.12
2022-03-01 04:45:00	28385183563.91	9269825893.99	168451555804.60
2022-03-01 05:00:00	32264957438.54	8944474971.68	169247965855.49
2022-03-01 05:15:00	47162399257.65	12125324418.63	232181383010.40
2022-03-01 05:30:00	39974866244.27	8819471177.98	182563592287.56
2022-03-01 05:45:00	45025772746.28	8503718190.24	195867569254.58
2022-03-01 06:00:00	52621767303.76	9187923843.64	212077061986.26
2022-03-01 06:15:00	58342594778.95	9527810973.87	236278546873.30
2022-03-01 06:30:00	65597600885.13	10096423365.82	270258217518.08
2022-03-01 06:45:00	70027372394.18	10899429739.66	309877737485.74
2022-03-01 07:00:00	74846305968.82	11198550821.82	354566274254.19
2022-03-01 07:15:00	75353615006.68	10719605383.97	392409149517.20
2022-03-01 07:30:00	78354443443.48	11093121044.24	420901368368.15
2022-03-01 07:45:00	79445968345.66	11783772593.18	457986104736.99
2022-03-01 08:00:00	83190250808.99	12807606826.85	487126941105.85
2022-03-01 08:15:00	83649113239.45	13763382985.96	515407481975.61
2022-03-01 08:30:00	73971027889.82	15065281225.13	542229246537.80
2022-03-01 08:45:00	61919157811.98	15845434183.74	582669548843.68
2022-03-01 09:00:00	82896799122.61	15836779802.13	608685324541.04
2022-03-01 09:15:00	86427485554.57	15528341247.10	637913952128.17
2022-03-01 09:30:00	87964845887.56	16037402778.05	659635123609.57
2022-03-01 09:45:00	89105698238.37	17107025250.29	683627699035.00
2022-03-01 10:00:00	90350552807.52	18523812269.45	693457310939.79
2022-03-01 10:15:00	90174029888.04	17538393005.06	709092124451.14
2022-03-01 10:30:00	91908556226.28	17716481758.84	729451010771.08
2022-03-01 10:45:00	92527176542.63	16602533242.21	736652224607.13
2022-03-01 11:00:00	93309362543.11	17690910617.25	743620996681.22
2022-03-01 11:15:00	93613854443.38	18040007128.81	758167850729.31
2022-03-01 11:30:00	94796952965.60	16958722938.17	765693691573.67
2022-03-01 11:45:00	96130389404.85	16337837804.04	770447453970.33
2022-03-01 12:00:00	96747808160.74	16200677603.08	772980513917.41
2022-03-01 12:15:00	99199903282.82	16485312010.49	783029996893.98
2022-03-01 12:30:00	101205369959.04	16282710342.68	778254266429.36
2022-03-01 12:45:00	104449057003.85	15796185733.88	770732964093.15
2022-03-01 13:00:00	104006961463.88	16489441781.71	751118769908.75
2022-03-01 13:15:00	107289112656.20	17202407283.34	756432816150.08
2022-03-01 13:30:00	105772581704.08	17603637768.26	767843775805.09
2022-03-01 13:45:00	106249994498.54	17844293450.15	773373415155.64
2022-03-01 14:00:00	106664551690.95	18518734065.75	778617298575.24
2022-03-01 14:15:00	103786200739.81	18736743659.61	788013628770.15
2022-03-01 14:30:00	104339550778.26	17689821803.56	788270411694.62
2022-03-01 14:45:00	103777394994.42	18689433367.87	784718161950.46
2022-03-01 15:00:00	105861955568.12	19171018838.17	786936183530.08
2022-03-01 15:15:00	108811424019.59	18503741400.56	801689057789.18
2022-03-01 15:30:00	111315177676.81	21073777273.23	800610145195.64
2022-03-01 15:45:00	116422522262.69	20666847491.21	798155829385.56
2022-03-01 16:00:00	114518365759.34	19058330598.10	779660375172.73
2022-03-01 16:15:00	110166364246.27	17973053243.09	797381956657.56
2022-03-01 16:30:00	107526246770.56	18591746845.14	810961406237.80
2022-03-01 16:45:00	105520069597.83	18070592292.68	823481132744.06
2022-03-01 17:00:00	104480858647.10	17620727710.49	825082358941.91
2022-03-01 17:15:00	103728580454.02	17565404855.59	824489413323.74
2022-03-01 17:30:00	104208018740.48	16687699110.72	815587929097.19
2022-03-01 17:45:00	105844459788.36	19707326848.92	817613719411.48
2022-03-01 18:00:00	109222983228.19	19303941706.48	831005283981.08
2022-03-01 18:15:00	113272123069.43	19839190988.32	854548778901.10
2022-03-01 18:30:00	119401765123.72	19545869675.23	886387694998.60
2022-03-01 18:45:00	126065205194.76	19840288163.96	925729160135.37
2022-03-01 19:00:00	133650742796.21	19763043870.12	963497597989.24
2022-03-01 19:15:00	140689483589.32	20022226117.40	1006073124872.44
2022-03-01 19:30:00	147301483569.02	20298559162.06	1031958373480.63
2022-03-01 19:45:00	154721508921.59	20278462971.69	1048043200035.17
2022-03-01 20:00:00	160697360552.53	20774362290.83	1065319883485.99
2022-03-01 20:15:00	167816802936.53	21436177580.55	1076555937491.57
2022-03-01 20:30:00	168175266722.61	21504634677.80	1057860679207.07
2022-03-01 20:45:00	168580016655.39	21280581891.88	1041681366220.75
2022-03-01 21:00:00	155936491308.53	20228019276.52	948232769150.34
2022-03-01 21:15:00	171170473527.43	21122026921.32	993641749117.08
2022-03-01 21:30:00	167203352261.55	22022898936.52	974619393887.39
2022-03-01 21:45:00	165091520490.58	20974326749.52	948674648353.48
2022-03-01 22:00:00	132025639742.58	18005214422.41	761100422312.00
2022-03-01 22:15:00	157326793918.88	20017265569.04	845163073500.19
2022-03-01 22:30:00	152224267684.37	19334963801.56	818623638889.24
2022-03-01 22:45:00	138780119180.13	19130295990.86	798105811603.84
2022-03-01 23:00:00	127039863060.04	17424480966.66	743141375965.49
2022-03-01 23:15:00	115627885785.86	16469351392.86	731368703073.68
2022-03-01 23:30:00	103906218370.68	15834114905.69	682860147935.58
2022-03-01 23:45:00	93744840254.56	15345573494.90	644143535275.01
2022-03-02 00:00:00	86736443700.10	14546392637.62	592940706256.85
2022-03-02 00:15:00	75858557833.96	13329008979.38	549069014587.41
2022-03-02 00:30:00	67364137616.90	12013246681.03	500262101828.76
2022-03-02 00:45:00	60088122515.63	11149255497.17	453446721957.47
2022-03-02 01:00:00	53808033776.43	11426090956.34	415501564289.16
2022-03-02 01:15:00	49031054366.50	10189349878.68	383563790329.48
2022-03-02 01:30:00	44769205745.25	10416804043.52	354460599203.48
2022-03-02 01:45:00	41090243452.95	9182703846.87	328852475624.64
2022-03-02 02:00:00	37759722918.04	10898098588.84	306544941345.51
2022-03-02 02:15:00	34379719691.19	10950750392.36	284980054901.64
2022-03-02 02:30:00	31798109833.84	9946036515.29	264472014875.68
2022-03-02 02:45:00	29762566154.74	9798488440.49	246582374139.12
2022-03-02 03:00:00	28286699227.55	9887503202.47	230448873933.96
2022-03-02 03:15:00	26580135453.28	9328156564.36	216855715843.49
2022-03-02 03:30:00	25540035471.80	8698571432.02	205120222436.20
2022-03-02 03:45:00	25073340337.76	8122072465.17	193039137135.63
2022-03-02 04:00:00	25172426808.84	8306785483.51	181488449383.95
2022-03-02 04:15:00	25595281812.52	8466141183.72	173980337891.11
2022-03-02 04:30:00	26691559845.48	8508186081.13	168688502266.62
2022-03-02 04:45:00	28365689846.20	8811490406.13	165681499013.04
2022-03-02 05:00:00	32403403951.94	7864093161.17	166586636194.89
2022-03-02 05:15:00	35220926876.43	7724563150.76	170174622217.96
2022-03-02 05:30:00	40350835089.49	7878249964.50	177571044792.63
2022-03-02 05:45:00	45532515611.99	7474097121.98	189183750571.39
2022-03-02 06:00:00	53570203316.38	7895248115.90	206145685743.76
2022-03-02 06:15:00	59976398725.26	8354099354.17	230713029550.93
2022-03-02 06:30:00	67356992278.74	8940047325.41	264018588565.68
2022-03-02 06:45:00	72577575655.92	9305254023.23	305759453854.10
2022-03-02 07:00:00	77214524677.64	9632549819.25	347343439845.75
2022-03-02 07:15:00	77513921623.14	9339847640.44	382543489170.12
2022-03-02 07:30:00	78680538347.16	9751627934.38	412106466934.50
2022-03-02 07:45:00	79324718042.27	10595043582.15	440356041538.02
2022-03-02 08:00:00	82329923038.99	11931545805.20	470278637755.64
2022-03-02 08:15:00	83612494370.08	13031736354.35	498473330139.56
2022-03-02 08:30:00	85384287873.65	14266264967.59	524954540695.23
2022-03-02 08:45:00	86054940043.67	14330263154.28	557106094792.82
2022-03-02 09:00:00	88174873399.96	14947171966.08	588649484563.20
2022-03-02 09:15:00	89421574463.08	15084533110.44	620221083214.58
2022-03-02 09:30:00	90978320845.30	15382267148.31	642767865797.77
2022-03-02 09:45:00	122361677589.68	19877723349.35	889150725799.64
2022-03-02 10:00:00	92783684616.48	16280343299.33	682188120332.31
2022-03-02 10:15:00	92284826747.80	16321795889.90	698357504543.81
2022-03-02 10:30:00	93289337106.91	16660530865.32	710370524581.80
2022-03-02 10:45:00	94252763770.92	16360065893.28	724718101344.43
2022-03-02 11:00:00	95857131601.05	16535126632.04	728613935170.95
2022-03-02 11:15:00	95405021470.74	16430812759.53	736485010937.97
2022-03-02 11:30:00	96381809727.20	16599908904.18	746386222441.29
2022-03-02 11:45:00	97770444953.80	16552513722.17	756739463556.48
2022-03-02 12:00:00	99160459417.00	16754615590.44	760336917697.92
2022-03-02 12:15:00	101547022574.17	16029440353.65	772015159958.11
2022-03-02 12:30:00	104738471736.51	16161706911.32	770592977124.06
2022-03-02 12:45:00	106121301250.50	15790864777.89	766083055953.49
2022-03-02 13:00:00	104369330992.07	16060315363.77	752536823197.83
2022-03-02 13:15:00	105355820924.76	16081657613.49	756869112826.59
2022-03-02 13:30:00	106728239744.42	15722203304.61	762436130804.93
2022-03-02 13:45:00	105972986136.88	15104532018.88	763237783212.25
2022-03-02 14:00:00	102805915507.67	15364996033.55	763908053053.94
2022-03-02 14:15:00	103036708999.09	15476719672.70	765152570864.53
2022-03-02 14:30:00	102137220520.92	15777352371.00	766543919564.83
2022-03-02 14:45:00	102270817384.44	16094766998.04	765470492307.61
2022-03-02 15:00:00	102683559248.76	16864699690.24	768291807520.85
2022-03-02 15:15:00	102341935016.35	16366877771.26	775444169856.36
2022-03-02 15:30:00	103938015882.20	15815113488.01	781335693624.49
2022-03-02 15:45:00	104845138978.64	15492982613.77	788398821841.47
2022-03-02 16:00:00	105268353259.32	16341036216.57	794495837801.53
2022-03-02 16:15:00	105220115652.31	15621775553.56	798845896160.69
2022-03-02 16:30:00	104765830502.20	15745152226.67	796890333689.63
2022-03-02 16:45:00	104657493524.62	14907077549.39	791647800014.83
2022-03-02 17:00:00	104267879182.07	15427775035.15	791790906776.03
2022-03-02 17:15:00	104801560540.27	14992500599.27	789686236257.24
2022-03-02 17:30:00	105691484198.09	13860942786.93	792818844422.28
2022-03-02 17:45:00	108841061324.02	14050398996.67	799342696085.39
2022-03-02 18:00:00	111335134501.08	15059937625.03	813184472884.56
2022-03-02 18:15:00	115292200826.86	17233195135.47	844854668885.91
2022-03-02 18:30:00	122389397574.32	17270857939.11	873330638292.63
2022-03-02 18:45:00	129631265016.13	16776043773.76	906123853529.71
2022-03-02 19:00:00	124241853350.58	17437009327.78	889297864673.24
2022-03-02 19:15:00	144377718809.13	16622114327.51	967098641008.67
2022-03-02 19:30:00	151159141485.48	16898925748.21	984944093109.86
2022-03-02 19:45:00	159864330246.84	17796887323.44	1016277206899.47
2022-03-02 20:00:00	149568118598.83	17141154718.28	958944147662.36
2022-03-02 20:15:00	173641664435.52	17884808988.34	1052431653170.96
2022-03-02 20:30:00	174044858346.78	19319639482.72	1027722530653.21
2022-03-02 20:45:00	176404141108.44	18659039646.94	1014280432977.97
2022-03-02 21:00:00	158491437945.87	17348275879.28	915729063230.33
2022-03-02 21:15:00	180018681605.44	17813860151.48	944579342771.57
2022-03-02 21:30:00	177942630376.17	18181467689.43	919985763210.78
2022-03-02 21:45:00	173815929767.02	17937033168.30	895784882275.10
2022-03-02 22:00:00	132664677732.12	15337491747.70	733014313863.14
2022-03-02 22:15:00	153211827459.24	16650806995.32	823008945199.64
2022-03-02 22:30:00	142469098820.30	16307053340.11	798468571266.38
2022-03-02 22:45:00	131567718335.34	15616365096.41	770005424033.12
2022-03-02 23:00:00	119434814870.18	15382076360.94	725952669832.09
2022-03-02 23:15:00	110307411534.81	15118396865.22	704098706590.12
2022-03-02 23:30:00	99953216892.47	14575428831.86	664824821100.52
2022-03-02 23:45:00	90114795836.02	14340304678.33	620985092791.52
2022-03-03 00:00:00	80455298951.58	14230315102.57	550389984198.18
2022-03-03 00:15:00	71685089769.75	12905751611.88	486954374343.57
2022-03-03 00:30:00	63860391666.00	11802579747.33	454411255737.94
2022-03-03 00:45:00	57401607033.31	10407769543.16	428504426832.52
2022-03-03 01:00:00	51728821330.91	11035227992.10	390513587992.92
2022-03-03 01:15:00	46637719559.68	10006775549.12	371710115695.24
2022-03-03 01:30:00	41767137077.40	10213502330.91	347253704981.14
2022-03-03 01:45:00	37661784571.79	9401024749.52	323370389503.76
2022-03-03 02:00:00	34740732815.99	9994692305.86	299734871508.57
2022-03-03 02:15:00	31900511571.71	9486075733.51	279480350897.59
2022-03-03 02:30:00	29495573949.22	9884260451.69	259977959814.60
2022-03-03 02:45:00	27748345305.65	10041808592.03	242253618731.08
2022-03-03 03:00:00	26908834570.32	10326718604.71	228001341144.20
2022-03-03 03:15:00	25242902267.77	9077913854.52	211191778368.36
2022-03-03 03:30:00	24348849177.39	8636300594.49	197406387062.50
2022-03-03 03:45:00	23510254152.90	8653109013.94	186780094648.20
2022-03-03 04:00:00	23964485687.03	8937109697.39	178611951441.96
2022-03-03 04:15:00	23985140297.51	8604340696.31	173118053469.93
2022-03-03 04:30:00	25205427017.88	8893430455.04	166078328811.96
2022-03-03 04:45:00	26811732859.92	9265622607.08	163062139205.21
2022-03-03 05:00:00	30739383564.29	7812519177.48	163761417507.20
2022-03-03 05:15:00	33474973773.08	7108537892.95	170342283580.92
2022-03-03 05:30:00	38034689080.02	6620274889.29	178283431479.29
2022-03-03 05:45:00	43020163629.70	6756181248.89	190469098272.12
2022-03-03 06:00:00	50442966875.55	7402492935.90	206289910230.11
2022-03-03 06:15:00	56205474030.37	7618210342.17	228797886151.69
2022-03-03 06:30:00	63565199911.59	8006800324.61	265385325864.52
2022-03-03 06:45:00	68333679769.51	8351893174.08	303745730365.37
2022-03-03 07:00:00	72563139635.40	9382072672.23	343899040570.00
2022-03-03 07:15:00	73109243606.81	9075665023.84	377590272537.42
2022-03-03 07:30:00	73168011151.72	9281754824.02	399461341391.18
2022-03-03 07:45:00	74145612533.35	9708315378.68	436387983365.26
2022-03-03 08:00:00	77151149430.67	10659263124.98	465401042821.13
2022-03-03 08:15:00	78661664126.64	11026192255.96	493263297246.02
2022-03-03 08:30:00	80753276208.21	12694733268.59	521658175335.44
2022-03-03 08:45:00	82667969833.00	13227726344.64	555594515798.29
2022-03-03 09:00:00	85935379802.59	14345875004.97	585477272603.42
2022-03-03 09:15:00	87353337739.74	14453750023.22	613549367978.44
2022-03-03 09:30:00	88788991627.10	15356473315.00	636715696979.73
2022-03-03 09:45:00	89470805987.76	14459863617.17	659350404166.88
2022-03-03 10:00:00	91935524984.80	15075600497.39	670614422996.04
2022-03-03 10:15:00	92475499925.07	15331580626.12	684101082226.84
2022-03-03 10:30:00	93790859578.28	14874642833.95	701860504994.62
2022-03-03 10:45:00	95855777532.28	14598395376.47	719803322667.47
2022-03-03 11:00:00	97288275426.61	14978207787.06	712104597938.40
2022-03-03 11:15:00	99233172650.78	15265121704.35	730013444486.85
2022-03-03 11:30:00	100565555639.56	15075847925.89	739770698744.76
2022-03-03 11:45:00	101331483348.09	14653793430.92	746728874905.92
2022-03-03 12:00:00	102650525270.48	14360683987.87	750239666774.09
2022-03-03 12:15:00	104267977874.23	14315346942.80	757766003180.77
2022-03-03 12:30:00	109310005945.17	15199170026.14	759733244107.50
2022-03-03 12:45:00	111576514891.88	15761283391.46	752985497218.31
2022-03-03 13:00:00	111685468522.20	16931006403.00	739166870169.80
2022-03-03 13:15:00	115587756751.25	16230609717.43	745444253384.18
2022-03-03 13:30:00	117350917940.15	16435312122.16	751745831252.97
2022-03-03 13:45:00	115029548644.84	16012922458.46	755107760731.94
2022-03-03 14:00:00	96519103372.37	12948827708.74	578422804973.39
2022-03-03 14:15:00	109459377740.47	15494731935.53	763029740519.79
2022-03-03 14:30:00	110756439631.32	15595844353.42	763692178052.36
